Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),ZSF1:Zone Air System Sensible Heating Rate [W](TimeStep),ZSF1:Zone Air System Sensible Cooling Rate [W](TimeStep),ZSF1:Zone Air Temperature [C](TimeStep),ZSF1:Zone Air Humidity Ratio [](TimeStep),ZNF1:Zone Air System Sensible Heating Rate [W](TimeStep),ZNF1:Zone Air System Sensible Cooling Rate [W](TimeStep),ZNF1:Zone Air Temperature [C](TimeStep),ZNF1:Zone Air Humidity Ratio [](TimeStep),ZSF2:Zone Air System Sensible Heating Rate [W](TimeStep),ZSF2:Zone Air System Sensible Cooling Rate [W](TimeStep),ZSF2:Zone Air Temperature [C](TimeStep),ZSF2:Zone Air Humidity Ratio [](TimeStep),ZNF2:Zone Air System Sensible Heating Rate [W](TimeStep),ZNF2:Zone Air System Sensible Cooling Rate [W](TimeStep),ZNF2:Zone Air Temperature [C](TimeStep),ZNF2:Zone Air Humidity Ratio [](TimeStep),BASE-1:Zone Air System Sensible Heating Rate [W](TimeStep),BASE-1:Zone Air System Sensible Cooling Rate [W](TimeStep),BASE-1:Zone Air Temperature [C](TimeStep),BASE-1:Zone Air Humidity Ratio [](TimeStep),DX COOLING COIL SYSTEM 1:Coil System Part Load Ratio [](TimeStep),DX COOLING COIL SYSTEM 2:Coil System Part Load Ratio [](TimeStep),DX COOLING COIL SYSTEM 3:Coil System Part Load Ratio [](TimeStep),DX COOLING COIL SYSTEM 4:Coil System Part Load Ratio [](TimeStep),ACDXCOIL 1:Cooling Coil Total Cooling Rate [W](TimeStep),ACDXCOIL 1:Cooling Coil Sensible Cooling Rate [W](TimeStep),ACDXCOIL 2:Cooling Coil Total Cooling Rate [W](TimeStep),ACDXCOIL 2:Cooling Coil Sensible Cooling Rate [W](TimeStep),ACDXCOIL 3:Cooling Coil Total Cooling Rate [W](TimeStep),ACDXCOIL 3:Cooling Coil Sensible Cooling Rate [W](TimeStep),ACDXCOIL 4:Cooling Coil Total Cooling Rate [W](TimeStep),ACDXCOIL 4:Cooling Coil Sensible Cooling Rate [W](TimeStep),MAIN HEATING COIL 1:Heating Coil Air Heating Rate [W](TimeStep),MAIN HEATING COIL 2:Heating Coil Air Heating Rate [W](TimeStep),MAIN HEATING COIL 3:Heating Coil Air Heating Rate [W](TimeStep),MAIN HEATING COIL 4:Heating Coil Air Heating Rate [W](TimeStep),TSETCOO:Schedule Value [](TimeStep),TSETHEA:Schedule Value [](TimeStep),Cooling:Electricity [J](Monthly),Heating:Gas [J](Monthly),Fans:Electricity [J](Monthly),HeatingCoils:EnergyTransfer [J](Monthly),CoolingCoils:EnergyTransfer [J](Monthly),InteriorLights:Electricity [J](Monthly),InteriorEquipment:Electricity [J](Monthly),Cooling:Electricity [J](RunPeriod),Heating:Gas [J](RunPeriod),Fans:Electricity [J](RunPeriod),HeatingCoils:EnergyTransfer [J](RunPeriod),CoolingCoils:EnergyTransfer [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod) 
 06/16  00:15:00,25.175,0.0,0.0,27.405776728738,1.004415402084408E-002,0.0,0.0,27.3281017717337,1.004670316126182E-002,0.0,0.0,29.1776199267464,1.005204180478473E-002,0.0,0.0,29.1199309354813,1.005208542815996E-002,0.0,0.0,23.6039607943332,1.041034903211653E-002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.,16. 
 06/16  00:30:00,24.75,0.0,0.0,27.3419531267527,1.006625021242201E-002,0.0,0.0,27.2655552932939,1.006851076257344E-002,0.0,0.0,29.0786960208593,1.007480803837100E-002,0.0,0.0,29.0213414012346,1.007480368358507E-002,0.0,0.0,23.4868363924944,1.036217833284875E-002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.,16. 
 06/16  00:45:00,24.325,0.0,0.0,27.271061231943,1.006987926895242E-002,0.0,0.0,27.1959556738549,1.007192550974937E-002,0.0,0.0,28.9692976888006,1.007784334141931E-002,0.0,0.0,28.9123823207537,1.007783364436668E-002,0.0,0.0,23.3642645603467,1.025613567239822E-002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.,16. 
 06/16  01:00:00,23.9,0.0,0.0,27.194971564975,1.005606386775311E-002,0.0,0.0,27.121157370802,1.005795861990264E-002,0.0,0.0,28.8702937161282,1.006242416883709E-002,0.0,0.0,28.812025340446,1.006244428164712E-002,0.0,0.0,23.2413894387859,1.011706733570454E-002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.,16. 
 06/16  01:15:00,23.75,0.0,0.0,27.1272981724658,1.003104289596654E-002,0.0,0.0,27.0547047558716,1.003282667850536E-002,0.0,0.0,28.7804459071284,1.003530517221401E-002,0.0,0.0,28.7212628645375,1.003537451513206E-002,0.0,0.0,23.1541540471489,9.980550744159386E-003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.,16. 
 06/16  01:30:00,23.6,0.0,0.0,27.0688135045413,9.998989102062632E-003,0.0,0.0,26.9973760045966,1.000068765116022E-002,0.0,0.0,28.693818171808,1.000098129640704E-002,0.0,0.0,28.6345533441824,1.000110919705410E-002,0.0,0.0,23.0947544296793,9.860422890623159E-003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.,16. 
 06/16  01:45:00,23.45,0.0,0.0,27.0150462094939,9.961715742791042E-003,0.0,0.0,26.9447246991959,9.963347461074050E-003,0.0,0.0,28.6080306854055,9.961407134483439E-003,0.0,0.0,28.5490707334707,9.961597984836123E-003,0.0,0.0,23.0443413501745,9.755141176575711E-003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.,16. 
 06/16  02:00:00,23.3,0.0,0.0,26.9629239003458,9.919879098062939E-003,0.0,0.0,26.8936899678136,9.921458750337713E-003,0.0,0.0,28.5230677652243,9.917294189318020E-003,0.0,0.0,28.4645007031684,9.917550055674606E-003,0.0,0.0,22.9892451207642,9.658907772772122E-003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.,16. 
 06/16  02:15:00,23.025,0.0,0.0,26.9056872615423,9.877018152983388E-003,0.0,0.0,26.837539539046,9.878550137838622E-003,0.0,0.0,28.4338746567092,9.872384430726111E-003,0.0,0.0,28.3757497124204,9.872699534478373E-003,0.0,0.0,22.897636757527,9.581246779252428E-003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.,16. 
 06/16  02:30:00,22.75,0.0,0.0,26.8426600297827,9.835114072942752E-003,0.0,0.0,26.7755972285167,9.836597443566854E-003,0.0,0.0,28.3397010172575,9.828748984119411E-003,0.0,0.0,28.2820696477543,9.829113857318862E-003,0.0,0.0,22.7772476216044,9.522919112114576E-003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.,16. 
